county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,AGE513_TOT,AGE1417_TOT,AGE18PLUS_TOT,AGE65PLUS_TOT,MEDIAN_AGE_TOT
36079,NY,"Putnam, NY",70345,74127,78754,18213,28953,25.72,40.89,97674.0,49125.0,48549.0,4445.0,9666.0,5246.0,78317.0,17512.0,44.2
27139,MN,"Scott, MN",62909,65602,69243,31511,38960,33.06,40.88,150919.0,75722.0,75197.0,9529.0,21216.0,10044.0,110130.0,17148.0,37.3
38017,ND,"Cass, ND",58233,61736,65803,40364,46540,35.37,40.78,184531.0,93820.0,90711.0,12365.0,21192.0,8305.0,142669.0,22988.0,32.8
06061,CA,"Placer, CA",68351,73261,76849,101434,112522,36.76,40.77,404752.0,198937.0,205815.0,20864.0,47159.0,22266.0,314463.0,79884.0,42.2
29183,MO,"St. Charles, MO",55706,58134,61752,84532,110915,31.06,40.76,405265.0,200384.0,204881.0,23004.0,48389.0,22715.0,311157.0,63911.0,39.2
48043,TX,"Brewster, TX",46357,48670,53014,1770,2792,25.84,40.76,9547.0,4886.0,4661.0,451.0,819.0,409.0,7868.0,2159.0,42.1
35049,NM,"Santa Fe, NM",61879,65042,69528,29296,45681,26.1,40.7,154826.0,75290.0,79536.0,6043.0,13636.0,6879.0,128268.0,40499.0,48.3
25009,MA,"Essex, MA",68305,73101,78093,134259,222503,24.53,40.65,809940.0,393257.0,416683.0,44454.0,86196.0,41716.0,637574.0,141114.0,40.9
31153,NE,"Sarpy, NE",52202,54900,58084,39684,47811,33.6,40.49,190603.0,95970.0,94633.0,13084.0,27028.0,11903.0,138588.0,22837.0,35.2
39049,OH,"Franklin, OH",51386,55376,58689,229819,352515,26.31,40.36,1323819.0,650492.0,673327.0,90798.0,156502.0,64322.0,1012197.0,161568.0,34.4
08065,CO,"Lake, CO",40328,44537,48942,1485,2359,25.4,40.35,7436.0,4002.0,3434.0,423.0,791.0,332.0,5890.0,1025.0,37.3
51085,VA,"Hanover, VA",61617,65636,68934,20623,29774,27.93,40.32,109976.0,54203.0,55773.0,5365.0,12474.0,6313.0,85824.0,20018.0,42.6
31055,NE,"Douglas, NE",63204,64768,68699,108785,148488,29.45,40.2,584526.0,290403.0,294123.0,42367.0,75820.0,32715.0,433624.0,77489.0,35.2
08049,CO,"Grand, CO",54819,58265,62267,3317,4752,27.98,40.08,15714.0,8404.0,7310.0,571.0,1334.0,685.0,13124.0,2934.0,44.8
16001,ID,"Ada, ID",54866,58976,62610,109448,127431,34.41,40.06,494969.0,249204.0,245765.0,26565.0,59347.0,28411.0,380646.0,74780.0,37.9
51041,VA,"Chesterfield, VA",54866,57829,61200,69141,94139,29.42,40.05,364087.0,176347.0,187740.0,21960.0,44364.0,21207.0,276556.0,55545.0,38.9
17031,IL,"Cook, IL",63971,67558,73557,898202,1433419,25.05,39.98,5278969.0,2578490.0,2700479.0,310963.0,579993.0,262400.0,4125613.0,787394.0,37.4
31109,NE,"Lancaster, NE",51035,53827,56782,63727,78221,32.4,39.77,322608.0,162588.0,160020.0,19491.0,37745.0,16794.0,248578.0,46185.0,34.0
26077,MI,"Kalamazoo, MI",50835,54954,58524,52423,66147,31.51,39.76,261685.0,128469.0,133216.0,15261.0,28898.0,12859.0,204667.0,40030.0,34.7
24005,MD,"Baltimore, MD",61459,65502,69561,153352,229013,26.62,39.75,854524.0,407032.0,447492.0,50747.0,95494.0,42884.0,665399.0,147124.0,39.3
50025,VT,"Windham, VT",49643,53569,55841,7621,12616,24.01,39.74,45930.0,22750.0,23180.0,1961.0,4140.0,1900.0,37929.0,10822.0,47.3
18157,IN,"Tippecanoe, IN",41299,43243,45950,27031,42667,25.17,39.73,186246.0,95554.0,90692.0,10487.0,19480.0,8621.0,147658.0,21731.0,28.6
24041,MD,"Talbot, MD",75466,80052,84695,7939,11134,28.32,39.71,37522.0,17918.0,19604.0,1781.0,3600.0,1677.0,30464.0,10885.0,50.3
08007,CO,"Archuleta, CO",46973,50527,52312,3447,4115,33.24,39.68,13355.0,6742.0,6613.0,543.0,1257.0,553.0,11002.0,3626.0,51.3
39057,OH,"Greene, OH",52189,55300,58363,34995,44951,30.87,39.65,167965.0,83301.0,84664.0,9235.0,17762.0,8043.0,132925.0,29553.0,38.6
42045,PA,"Delaware, PA",69433,72700,77180,93834,152192,24.35,39.49,576970.0,279367.0,297603.0,33516.0,65388.0,29605.0,448461.0,95355.0,38.9
06073,CA,"San Diego, CA",62533,67830,72637,687870,893648,30.37,39.46,3298647.0,1670876.0,1627771.0,193884.0,357902.0,155823.0,2591038.0,477515.0,36.6
16013,ID,"Blaine, ID",122878,127990,134722,4289,6380,26.43,39.31,24274.0,12217.0,12057.0,1057.0,2530.0,1343.0,19344.0,5062.0,45.0
26065,MI,"Ingham, MI",42183,46669,49608,57281,69765,32.21,39.24,285230.0,139638.0,145592.0,15310.0,28378.0,12642.0,228900.0,39849.0,32.6
36055,NY,"Monroe, NY",53057,57252,60046,147063,201890,28.57,39.22,759348.0,368273.0,391075.0,40594.0,80205.0,37077.0,601472.0,134618.0,39.4
45079,SC,"Richland, SC",47123,49808,52980,79750,102411,30.48,39.14,416146.0,200672.0,215474.0,23843.0,45798.0,21095.0,325410.0,54969.0,34.1
02068,AK,"Denali Borough, AK",102888,91233,107916,531,730,28.46,39.12,1624.0,880.0,744.0,71.0,162.0,61.0,1330.0,198.0,40.4
39061,OH,"Hamilton, OH",60698,64043,67845,149793,214648,27.13,38.88,830636.0,403373.0,427263.0,53579.0,97706.0,42380.0,636971.0,130458.0,36.9
18063,IN,"Hendricks, IN",51087,54712,59804,31743,43277,28.51,38.88,174791.0,87563.0,87228.0,9714.0,22838.0,10842.0,131397.0,25059.0,38.3
36047,NY,"Kings, NY",51632,56349,61851,340514,691506,19.12,38.84,2736296.0,1304869.0,1431427.0,192366.0,307608.0,125837.0,2110485.0,390731.0,35.8
02110,AK,"Juneau City and Borough, AK",71082,72097,75996,8117,8769,35.9,38.79,32250.0,16534.0,15716.0,1724.0,3520.0,1557.0,25449.0,4701.0,39.0
47093,TN,"Knox, TN",52753,56206,59934,88877,121308,28.42,38.79,478959.0,234514.0,244445.0,26895.0,51251.0,23686.0,377127.0,75732.0,37.5
37125,NC,"Moore, NC",54737,57819,60775,22987,27871,31.94,38.72,99741.0,48593.0,51148.0,5873.0,11071.0,4782.0,78015.0,23696.0,43.5
08041,CO,"El Paso, CO",51015,54712,58627,165308,178990,35.75,38.71,731781.0,372158.0,359623.0,46502.0,88334.0,39306.0,557639.0,96326.0,34.7
16065,ID,"Madison, ID",22650,24244,25648,7083,6474,42.26,38.63,52911.0,23768.0,29143.0,3728.0,4505.0,2533.0,42145.0,2868.0,20.8
33011,NH,"Hillsborough, NH",63263,67127,71849,82634,113726,28.06,38.61,422944.0,212064.0,210880.0,21797.0,42857.0,21114.0,337176.0,67850.0,40.6
48209,TX,"Hays, TX",48754,51359,56097,38935,51855,28.97,38.58,241069.0,120346.0,120723.0,14164.0,28389.0,12753.0,185763.0,27873.0,33.3
09003,CT,"Hartford, CT",64283,67205,70168,157935,240369,25.3,38.51,,,,,,,,,
49005,UT,"Cache, UT",41127,43253,47269,22386,24690,34.89,38.48,133152.0,66746.0,66406.0,10502.0,20551.0,9213.0,92886.0,12952.0,25.5
34005,NJ,"Burlington, NJ",62113,65654,69496,86533,121559,27.38,38.46,461856.0,228028.0,233828.0,23338.0,49013.0,24116.0,365389.0,80440.0,41.9
26055,MI,"Grand Traverse, MI",52710,57453,60388,23130,25740,34.52,38.42,95249.0,47045.0,48204.0,4664.0,9785.0,4634.0,76166.0,19611.0,42.9
06003,CA,"Alpine, CA",80225,75220,72734,247,336,28.23,38.4,1176.0,626.0,550.0,47.0,104.0,66.0,959.0,309.0,50.7
49029,UT,"Morgan, UT",54976,58768,63256,2630,2570,39.28,38.39,12297.0,6375.0,5922.0,790.0,2376.0,1098.0,8033.0,1489.0,32.6
50027,VT,"Windsor, VT",61443,65431,69523,11207,15949,26.96,38.36,57733.0,28459.0,29274.0,2460.0,5395.0,2613.0,47265.0,13842.0,47.8
37055,NC,"Dare, NC",60562,65191,68887,9410,10558,34.18,38.35,36912.0,18263.0,18649.0,1560.0,3507.0,1814.0,30031.0,8361.0,48.1
25011,MA,"Franklin, MA",56241,60297,63366,14517,20456,27.17,38.28,71032.0,34901.0,36131.0,2812.0,6335.0,3110.0,58775.0,16297.0,46.9
31045,NE,"Dawes, NE",39476,44425,47375,1808,2039,33.89,38.22,8199.0,4006.0,4193.0,379.0,729.0,335.0,6756.0,1610.0,37.4
49011,UT,"Davis, UT",47468,50820,54820,75283,78583,36.56,38.17,362681.0,183979.0,178702.0,28103.0,60191.0,26711.0,247676.0,37552.0,31.8
25023,MA,"Plymouth, MA",69610,75025,79817,98653,138366,27.18,38.12,530820.0,259867.0,270953.0,27483.0,56796.0,29000.0,417541.0,98410.0,42.8
20051,KS,"Ellis, KS",46980,50491,53348,5628,6749,31.69,38.0,28935.0,14617.0,14318.0,1543.0,3124.0,1364.0,22904.0,4405.0,32.6
41005,OR,"Clackamas, OR",62194,66419,71504,101170,111898,34.35,37.99,421428.0,209344.0,212084.0,21535.0,46798.0,22080.0,331015.0,78475.0,41.5
48091,TX,"Comal, TX",63236,64164,67063,31532,39423,30.33,37.92,161466.0,80232.0,81234.0,8677.0,18593.0,8864.0,125332.0,29923.0,42.1
40119,OK,"Payne, OK",39008,41541,43952,11903,16765,26.86,37.83,81646.0,42127.0,39519.0,3974.0,7895.0,3617.0,66160.0,10186.0,27.4
39055,OH,"Geauga, OH",71640,74087,78294,17292,24359,26.82,37.78,95427.0,47789.0,47638.0,4983.0,10803.0,5890.0,73751.0,20048.0,44.9
04005,AZ,"Coconino, AZ",49454,54008,56914,26666,31726,31.63,37.63,145098.0,71920.0,73178.0,7413.0,15192.0,6806.0,115687.0,19306.0,31.8
06057,CA,"Nevada, CA",61358,65652,68973,29630,28748,38.72,37.57,102236.0,50555.0,51681.0,4257.0,8989.0,4292.0,84698.0,28865.0,50.5
19153,IA,"Polk, IA",54144,57947,60799,96077,121176,29.79,37.57,492402.0,244162.0,248240.0,33845.0,62372.0,27260.0,368925.0,65417.0,35.8
42019,PA,"Butler, PA",60060,63693,67203,35109,50347,26.16,37.51,193764.0,96736.0,97028.0,9630.0,19599.0,9232.0,155303.0,37703.0,43.7
50003,VT,"Bennington, VT",54828,58349,61287,6883,9536,27.05,37.48,37349.0,18348.0,19001.0,1690.0,3631.0,1857.0,30171.0,8663.0,47.1
21037,KY,"Campbell, KY",51621,55115,58701,17090,24124,26.55,37.47,93076.0,46083.0,46993.0,5314.0,9965.0,4341.0,73456.0,15212.0,39.0
42041,PA,"Cumberland, PA",56628,61296,63650,41947,66091,23.75,37.43,259468.0,129199.0,130269.0,13805.0,27288.0,12373.0,206002.0,48137.0,40.3
13135,GA,"Gwinnett, GA",43158,46705,50256,165597,221368,27.98,37.4,957290.0,469714.0,487576.0,60713.0,132193.0,64476.0,699908.0,99447.0,35.7
23023,ME,"Sagadahoc, ME",52027,56312,59843,7180,10048,26.7,37.37,36699.0,17972.0,18727.0,1678.0,3501.0,1757.0,29763.0,8508.0,46.8
36103,NY,"Suffolk, NY",72292,76687,81309,275781,385916,26.67,37.33,1525913.0,756584.0,769329.0,81832.0,160913.0,81271.0,1201897.0,259614.0,41.8
06055,CA,"Napa, CA",74379,82643,90608,30193,36459,30.81,37.2,138014.0,69091.0,68923.0,6436.0,14343.0,7285.0,109950.0,27456.0,42.3
41017,OR,"Deschutes, OR",58666,63872,67743,49096,52113,35.02,37.18,198253.0,98778.0,99475.0,9724.0,20306.0,9491.0,158732.0,40226.0,42.4
12099,FL,"Palm Beach, FL",89254,92773,100627,301527,403819,27.71,37.11,1492202.0,727512.0,764690.0,75042.0,143432.0,67107.0,1206621.0,359611.0,45.2
25027,MA,"Worcester, MA",56730,61577,65793,153708,212111,26.85,37.06,862104.0,427649.0,434455.0,45376.0,91869.0,44854.0,680005.0,137390.0,40.1
34039,NJ,"Union, NJ",68555,70955,77007,82647,140121,21.86,37.05,575360.0,283415.0,291945.0,36235.0,69094.0,31138.0,438893.0,83067.0,39.0
33003,NH,"Carroll, NH",63343,66897,69803,11614,14058,30.54,36.97,50099.0,25028.0,25071.0,1774.0,3989.0,1999.0,42337.0,14375.0,53.5
24013,MD,"Carroll, MD",62251,65635,69397,32150,43310,27.43,36.95,172887.0,86035.0,86852.0,9426.0,19065.0,9429.0,134967.0,29806.0,41.8
13057,GA,"Cherokee, GA",53954,56552,60235,54574,63411,31.78,36.92,266600.0,132137.0,134463.0,14935.0,32560.0,16511.0,202594.0,39183.0,39.6
24025,MD,"Harford, MD",59333,62868,66633,53237,65126,30.16,36.89,260932.0,128268.0,132664.0,14492.0,30244.0,14222.0,201974.0,42893.0,40.5
26081,MI,"Kent, MI",54507,58706,61852,131499,159668,30.34,36.84,657980.0,326638.0,331342.0,42533.0,80115.0,35929.0,499403.0,91599.0,35.6
55109,WI,"St. Croix, WI",57706,59997,63800,21505,22360,35.37,36.77,93543.0,47172.0,46371.0,5512.0,11776.0,5693.0,70562.0,13849.0,39.8
21239,KY,"Woodford, KY",53587,56003,59860,4849,6751,26.41,36.77,26875.0,13048.0,13827.0,1458.0,3086.0,1387.0,20944.0,5161.0,42.8
51061,VA,"Fauquier, VA",71845,74649,78810,15045,17838,30.94,36.68,72964.0,36321.0,36643.0,4190.0,8688.0,4289.0,55797.0,12053.0,41.3
46083,SD,"Lincoln, SD",69978,73915,77245,12649,13966,33.2,36.66,65156.0,32493.0,32663.0,4588.0,9522.0,3898.0,47148.0,8810.0,35.5
10003,DE,"New Castle, DE",56930,59303,63189,96810,141688,25.05,36.66,570721.0,277225.0,293496.0,31927.0,62519.0,28859.0,447416.0,91369.0,38.9
46065,SD,"Hughes, SD",53823,55955,61666,3812,4456,31.32,36.61,17770.0,8794.0,8976.0,1151.0,2335.0,879.0,13405.0,3126.0,38.9
34037,NJ,"Sussex, NJ",63283,66431,71059,28920,37222,28.43,36.6,144228.0,72235.0,71993.0,6551.0,14039.0,7639.0,115999.0,26069.0,44.9
37081,NC,"Guilford, NC",47340,50418,54651,104962,130366,29.47,36.6,541242.0,257372.0,283870.0,30957.0,61537.0,28628.0,420120.0,81924.0,37.0
02020,AK,"Anchorage Municipality, AK",67317,68815,72032,64793,70359,33.69,36.58,291246.0,149259.0,141987.0,19757.0,35437.0,14903.0,221149.0,34217.0,34.6
17133,IL,"Monroe, IL",58859,61273,65224,8058,8938,32.96,36.56,34954.0,17566.0,17388.0,2000.0,3962.0,1864.0,27128.0,6307.0,42.5
38015,ND,"Burleigh, ND",60474,62746,66017,22870,23545,35.48,36.53,98455.0,49476.0,48979.0,6286.0,12022.0,5017.0,75130.0,16670.0,37.8
49035,UT,"Salt Lake, UT",53472,58028,62547,237252,265529,32.64,36.53,1185234.0,598743.0,586491.0,82249.0,161326.0,72540.0,869119.0,131363.0,33.3
26093,MI,"Livingston, MI",59309,62640,65883,44356,49198,32.92,36.51,193876.0,97840.0,96036.0,9548.0,20414.0,10691.0,153223.0,34926.0,43.7
24035,MD,"Queen Anne's, MD",68447,71470,75811,9920,13053,27.73,36.49,49880.0,24897.0,24983.0,2571.0,5458.0,2752.0,39099.0,9563.0,44.6
19101,IA,"Jefferson, IA",47875,50955,55900,3960,4818,30.0,36.49,15667.0,8274.0,7393.0,697.0,1276.0,610.0,13084.0,4009.0,44.9
13073,GA,"Columbia, GA",53105,55920,58242,33062,37504,32.16,36.48,156011.0,76369.0,79642.0,9596.0,20476.0,9469.0,116470.0,22087.0,37.2
06097,CA,"Sonoma, CA",66715,73526,81006,123775,130834,34.47,36.43,488862.0,240599.0,248263.0,23318.0,49354.0,23820.0,392370.0,98265.0,42.4
01081,AL,"Lee, AL",39355,41760,45002,31414,36179,31.63,36.43,174341.0,86283.0,88058.0,9864.0,18950.0,8478.0,137049.0,21560.0,33.0
12115,FL,"Sarasota, FL",72499,75070,78815,99822,124739,29.13,36.41,434008.0,207985.0,226023.0,14797.0,31323.0,15612.0,372276.0,161119.0,57.1
36027,NY,"Dutchess, NY",59590,63333,67256,58599,75216,28.36,36.41,297023.0,148083.0,148940.0,13602.0,27885.0,14676.0,240860.0,53536.0,42.5
45045,SC,"Greenville, SC",50680,52376,55442,102802,128015,29.19,36.36,525543.0,256296.0,269247.0,32150.0,62682.0,27566.0,403145.0,84166.0,38.2
24029,MD,"Kent, MD",59791,63494,67648,3031,5050,21.78,36.29,19197.0,9266.0,9931.0,780.0,1525.0,716.0,16176.0,5141.0,48.7
34013,NJ,"Essex, NJ",63975,68192,74310,121171,195110,22.51,36.25,862769.0,419137.0,443632.0,56211.0,105154.0,45319.0,656085.0,117268.0,37.5
38035,ND,"Grand Forks, ND",51236,55175,58132,15562,15110,37.29,36.21,73169.0,37750.0,35419.0,4848.0,7748.0,2997.0,57576.0,9805.0,30.3
26083,MI,"Keweenaw, MI",50936,56579,59593,513,619,30.0,36.2,2046.0,1041.0,1005.0,85.0,157.0,76.0,1728.0,745.0,57.7
36067,NY,"Onondaga, NY",52978,57760,60992,93908,114310,29.69,36.14,476523.0,231184.0,245339.0,26783.0,51226.0,23563.0,374951.0,83802.0,39.3
23015,ME,"Lincoln, ME",52586,55972,59613,6514,9559,24.62,36.12,35239.0,17397.0,17842.0,1539.0,2984.0,1453.0,29263.0,9938.0,50.8
55063,WI,"La Crosse, WI",51477,54603,58301,26150,27488,34.33,36.09,120799.0,59294.0,61505.0,5964.0,12337.0,5695.0,96803.0,20270.0,36.5
06079,CA,"San Luis Obispo, CA",59806,63652,66617,68058,68535,35.83,36.08,282448.0,143008.0,139440.0,12600.0,25877.0,11828.0,232143.0,58422.0,40.0
37179,NC,"Union, NC",55973,59055,63777,45279,54397,29.97,36.0,238237.0,118159.0,120078.0,13051.0,32797.0,17389.0,175000.0,30583.0,38.9
09009,CT,"New Haven, CT",56888,60128,64643,145299,215189,24.3,35.98,,,,,,,,,
12021,FL,"Collier, FL",110272,112479,117984,75580,103912,26.1,35.88,375761.0,185714.0,190047.0,15665.0,31898.0,15353.0,312845.0,124130.0,52.5
17093,IL,"Kendall, IL",51048,53941,58848,26838,29060,33.13,35.88,131863.0,65795.0,66068.0,8255.0,19526.0,9309.0,94773.0,14091.0,36.0
09005,CT,"Litchfield, CT",65789,69700,74852,37974,48299,28.19,35.86,,,,,,,,,
36069,NY,"Ontario, NY",55262,59177,62051,24286,27855,31.22,35.81,112465.0,55393.0,57072.0,5355.0,11457.0,5516.0,90137.0,23254.0,43.6
33013,NH,"Merrimack, NH",60412,64478,68222,31193,38633,28.89,35.78,153805.0,76437.0,77368.0,6998.0,14648.0,7339.0,124820.0,28435.0,42.5
53067,WA,"Thurston, WA",52297,56527,61062,73003,71785,36.35,35.74,294802.0,145010.0,149792.0,16686.0,32474.0,14073.0,231569.0,52178.0,39.3
15003,HI,"Honolulu, HI",57560,60114,63912,211246,243482,30.99,35.72,1016494.0,515010.0,501484.0,61745.0,108572.0,43987.0,802190.0,186166.0,38.8
51065,VA,"Fluvanna, VA",46851,49775,53612,6531,7039,33.03,35.6,27250.0,12661.0,14589.0,1364.0,2697.0,1390.0,21799.0,5518.0,43.3
39159,OH,"Union, OH",58178,61633,64967,10389,13923,26.52,35.55,62790.0,30317.0,32473.0,3962.0,7859.0,3666.0,47303.0,7971.0,38.0
29051,MO,"Cole, MO",48294,52134,54941,14593,18796,27.6,35.55,77273.0,39355.0,37918.0,4434.0,8863.0,4121.0,59855.0,13163.0,39.3
17077,IL,"Jackson, IL",39719,43023,46443,11435,12397,32.78,35.54,53338.0,26592.0,26746.0,2850.0,4921.0,2169.0,43398.0,8514.0,32.3
08015,CO,"Chaffee, CO",53607,56878,60550,5107,5670,32.0,35.53,19476.0,10384.0,9092.0,713.0,1512.0,733.0,16518.0,4969.0,48.0
08119,CO,"Teller, CO",54000,57928,61966,7070,6828,36.75,35.49,24706.0,12592.0,12114.0,901.0,2215.0,1055.0,20535.0,5832.0,50.9
51099,VA,"King George, VA",56280,59255,62077,5349,6294,30.13,35.46,26724.0,13585.0,13139.0,1550.0,3533.0,1557.0,20084.0,3619.0,38.3
12095,FL,"Orange, FL",46649,49597,54979,269890,327968,29.14,35.41,1429910.0,704334.0,725576.0,84127.0,158732.0,71192.0,1115859.0,174901.0,35.9
25003,MA,"Berkshire, MA",56861,61586,65050,25677,32735,27.7,35.31,129028.0,62953.0,66075.0,5267.0,10746.0,5674.0,107341.0,30737.0,47.6
53073,WA,"Whatcom, WA",51683,54927,58137,52695,52830,35.19,35.28,226844.0,112677.0,114167.0,11207.0,22592.0,10034.0,183011.0,40342.0,37.8
35001,NM,"Bernalillo, NM",46130,49817,53616,149383,165802,31.79,35.28,676446.0,332932.0,343514.0,35423.0,73756.0,34513.0,532754.0,115759.0,38.7
12087,FL,"Monroe, FL",98415,99764,109136,17126,20796,29.05,35.27,82870.0,43037.0,39833.0,3675.0,6533.0,2778.0,69884.0,19582.0,48.6
06017,CA,"El Dorado, CA",69408,74679,78525,52465,49019,37.72,35.24,191185.0,95760.0,95425.0,8612.0,19759.0,9904.0,152910.0,41931.0,46.3
17111,IL,"McHenry, IL",56744,59737,64119,67439,73725,32.22,35.23,310289.0,155347.0,154942.0,16574.0,36955.0,19011.0,237749.0,47202.0,40.5
30043,MT,"Jefferson, MT",51121,54195,56632,2825,3087,32.23,35.22,12082.0,6167.0,5915.0,526.0,1275.0,656.0,9625.0,2734.0,47.6
33017,NH,"Strafford, NH",53852,57449,61139,26253,30226,30.58,35.21,130897.0,64677.0,66220.0,5859.0,12135.0,5887.0,107016.0,20568.0,37.6
23009,ME,"Hancock, ME",53152,56977,60105,11755,14786,27.97,35.18,55481.0,27225.0,28256.0,2271.0,4733.0,2388.0,46089.0,13997.0,48.9
05119,AR,"Pulaski, AR",52047,55423,58583,80662,94146,30.14,35.18,399125.0,191594.0,207531.0,25858.0,48066.0,20399.0,304802.0,62657.0,37.3
36029,NY,"Erie, NY",50760,55229,57625,195018,227537,30.1,35.11,954208.0,464470.0,489738.0,51475.0,98280.0,45541.0,758912.0,174056.0,40.2
26139,MI,"Ottawa, MI",49800,53507,56076,56492,63605,31.15,35.08,296195.0,146907.0,149288.0,17279.0,36522.0,16540.0,225854.0,46192.0,35.8
48319,TX,"Mason, TX",50721,52617,57094,918,1010,31.85,35.05,3951.0,2027.0,1924.0,169.0,402.0,221.0,3159.0,1188.0,50.2
06083,CA,"Santa Barbara, CA",63586,69457,73995,82690,96547,29.95,34.97,448217.0,225026.0,223191.0,27181.0,51326.0,22333.0,347377.0,70005.0,34.1
46081,SD,"Lawrence, SD",54648,57791,60510,5879,6299,32.63,34.96,25776.0,12991.0,12785.0,1046.0,2348.0,1109.0,21273.0,5896.0,43.7
48339,TX,"Montgomery, TX",65882,66440,68974,119525,134843,30.95,34.91,620567.0,309177.0,311390.0,40393.0,84465.0,38604.0,457105.0,81986.0,37.1
56029,WY,"Park, WY",60645,62495,65944,7533,7352,35.72,34.87,29624.0,14788.0,14836.0,1482.0,3195.0,1427.0,23520.0,7184.0,44.9
17197,IL,"Will, IL",54695,57813,62272,138119,158426,30.37,34.84,697353.0,347795.0,349558.0,39339.0,86940.0,44704.0,526370.0,94463.0,38.6
47189,TN,"Wilson, TN",52573,54619,59229,28170,33591,29.15,34.76,147739.0,73098.0,74641.0,8818.0,17945.0,8185.0,112791.0,23117.0,39.9
26047,MI,"Emmet, MI",58421,63571,66826,8453,8416,34.9,34.75,34110.0,16991.0,17119.0,1522.0,3269.0,1647.0,27672.0,7928.0,46.2
26111,MI,"Midland, MI",54951,58544,62055,17944,20410,30.56,34.75,83497.0,41492.0,42005.0,4493.0,9000.0,4443.0,65561.0,16011.0,41.9
41027,OR,"Hood River, OR",55537,60167,65127,4300,5521,27.04,34.72,23981.0,12030.0,11951.0,1392.0,2792.0,1396.0,18401.0,4048.0,39.9
55029,WI,"Door, WI",61746,64481,68172,6606,7508,30.54,34.71,30064.0,15019.0,15045.0,1180.0,2465.0,1314.0,25105.0,9110.0,53.5
36085,NY,"Richmond, NY",56475,60381,65113,79855,115246,24.04,34.7,496251.0,242905.0,253346.0,27993.0,55079.0,26211.0,386968.0,81268.0,40.1
51043,VA,"Clarke, VA",68329,71331,75403,2968,3670,28.03,34.67,14788.0,7351.0,7437.0,609.0,1452.0,810.0,11917.0,3200.0,48.0
17089,IL,"Kane, IL",54489,58186,62837,98197,120761,28.18,34.66,516722.0,258674.0,258048.0,31235.0,65145.0,32838.0,387504.0,74299.0,38.3
05007,AR,"Benton, AR",86848,86938,91687,46880,62035,26.13,34.57,284334.0,142687.0,141647.0,19458.0,38013.0,16926.0,209937.0,37961.0,35.6
27013,MN,"Blue Earth, MN",45468,49109,51834,12956,13651,32.8,34.55,69103.0,34862.0,34241.0,3674.0,7161.0,3040.0,55228.0,9864.0,31.4
34041,NJ,"Warren, NJ",55865,58755,63041,20830,26189,27.45,34.51,109635.0,54259.0,55376.0,5163.0,10691.0,5700.0,88081.0,20224.0,44.5
12057,FL,"Hillsborough, FL",50058,53432,58140,273025,344058,27.35,34.46,1459774.0,718691.0,741083.0,85800.0,164463.0,72340.0,1137171.0,211946.0,37.7
20149,KS,"Pottawatomie, KS",53487,57035,59324,4715,5290,30.7,34.44,25350.0,12678.0,12672.0,1920.0,3838.0,1664.0,17928.0,3677.0,35.5
53035,WA,"Kitsap, WA",58290,62308,67845,73673,64694,39.18,34.4,275618.0,141319.0,134299.0,15329.0,28593.0,12484.0,219212.0,50466.0,39.2
27103,MN,"Nicollet, MN",50427,53688,56992,7743,7646,34.83,34.39,34453.0,17397.0,17056.0,1859.0,3918.0,1797.0,26879.0,5790.0,37.5
24033,MD,"Prince George's, MD",47269,51300,54916,170366,213156,27.49,34.39,967211.0,468167.0,499044.0,62925.0,109348.0,46250.0,748688.0,132613.0,37.9
09011,CT,"New London, CT",58362,61222,63877,56375,64656,29.97,34.38,,,,,,,,,
13051,GA,"Chatham, GA",47724,51482,54586,62117,67476,31.63,34.36,295264.0,142388.0,152876.0,17941.0,31399.0,13528.0,232396.0,46863.0,36.6
39173,OH,"Wood, OH",48351,51122,53892,24519,27913,30.15,34.33,132255.0,65594.0,66661.0,6819.0,13778.0,6506.0,105152.0,20704.0,35.4
40027,OK,"Cleveland, OK",45294,47292,49946,60664,61912,33.58,34.27,295533.0,147778.0,147755.0,15095.0,32402.0,15368.0,232668.0,40955.0,34.7
02220,AK,"Sitka City and Borough, AK",70715,69752,75917,2186,2095,35.71,34.23,8452.0,4365.0,4087.0,422.0,908.0,402.0,6720.0,1403.0,40.3
23013,ME,"Knox, ME",53097,56532,59420,8143,10334,26.95,34.21,40611.0,20200.0,20411.0,1645.0,3714.0,1851.0,33401.0,10658.0,48.9
