county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,AGE513_TOT,AGE1417_TOT,AGE18PLUS_TOT,AGE65PLUS_TOT,MEDIAN_AGE_TOT
19083,IA,"Hardin, IA",48055,49955,56678,4361,2590,36.24,21.52,16875.0,8454.0,8421.0,828.0,1620.0,832.0,13595.0,3821.0,45.3
38067,ND,"Pembina, ND",58341,71085,75974,1896,1087,37.52,21.51,6835.0,3647.0,3188.0,379.0,729.0,340.0,5387.0,1647.0,45.8
27151,MN,"Swift, MN",46446,53559,58433,2440,1408,37.27,21.51,9846.0,4997.0,4849.0,620.0,1127.0,527.0,7572.0,2222.0,42.8
26049,MI,"Genesee, MI",42141,46371,49399,105106,60164,37.53,21.48,406220.0,196903.0,209317.0,23532.0,46510.0,21923.0,314255.0,72273.0,40.7
08081,CO,"Moffat, CO",41744,45652,49227,2664,1895,30.18,21.47,13293.0,6871.0,6422.0,840.0,1767.0,749.0,9937.0,2131.0,38.4
46019,SD,"Butte, SD",40729,44148,45885,2012,1510,28.6,21.47,10242.0,5224.0,5018.0,688.0,1303.0,601.0,7650.0,2045.0,40.6
26025,MI,"Calhoun, MI",40497,44796,47789,30628,19586,33.55,21.46,134310.0,66202.0,68108.0,7973.0,15827.0,7347.0,103163.0,24107.0,40.0
51011,VA,"Appomattox, VA",39235,41944,44943,3319,2420,29.44,21.46,16118.0,7904.0,8214.0,986.0,1710.0,800.0,12622.0,3305.0,42.5
38061,ND,"Mountrail, ND",68215,68259,72419,2316,1410,35.24,21.45,9806.0,5153.0,4653.0,867.0,1426.0,539.0,6974.0,1204.0,33.8
46053,SD,"Gregory, SD",46928,53369,57305,1009,632,34.25,21.45,3991.0,2059.0,1932.0,248.0,507.0,210.0,3026.0,1017.0,45.1
41031,OR,"Jefferson, OR",36078,39948,43145,6058,3555,36.53,21.44,24503.0,12855.0,11648.0,1509.0,2940.0,1258.0,18796.0,4764.0,40.1
13123,GA,"Gilmer, GA",37263,38886,42351,6309,4921,27.47,21.43,31342.0,15802.0,15540.0,1535.0,2987.0,1344.0,25476.0,8111.0,49.2
21215,KY,"Spencer, KY",47187,50240,53915,4537,2832,34.32,21.42,19424.0,9856.0,9568.0,1064.0,2246.0,1086.0,15028.0,2844.0,42.1
35007,NM,"Colfax, NM",40240,44671,47563,3257,1954,35.71,21.42,12383.0,6455.0,5928.0,519.0,1106.0,510.0,10248.0,3390.0,49.5
27107,MN,"Norman, MN",37092,49702,56502,1617,958,36.13,21.41,6442.0,3289.0,3153.0,386.0,788.0,373.0,4895.0,1341.0,43.3
40051,OK,"Grady, OK",42770,44915,47840,10552,8053,28.04,21.4,54805.0,27572.0,27233.0,2933.0,6751.0,3239.0,41882.0,9003.0,39.5
41057,OR,"Tillamook, OR",45064,48609,51643,8102,4296,40.33,21.38,27386.0,13891.0,13495.0,1244.0,2708.0,1225.0,22209.0,7317.0,48.7
13007,GA,"Baker, GA",41675,45195,51216,605,490,26.4,21.38,2873.0,1427.0,1446.0,159.0,262.0,127.0,2325.0,707.0,47.8
45053,SC,"Jasper, SC",35901,39314,41531,5850,4483,27.9,21.38,28805.0,14629.0,14176.0,1682.0,2844.0,1273.0,23006.0,5849.0,42.5
13115,GA,"Floyd, GA",39008,41411,44803,18901,13963,28.93,21.37,98580.0,48022.0,50558.0,5720.0,11549.0,5396.0,75915.0,16386.0,38.1
06071,CA,"San Bernardino, CA",41253,45499,49493,450717,292237,32.94,21.36,2181664.0,1093392.0,1088272.0,147413.0,291798.0,131311.0,1611142.0,260991.0,34.1
21161,KY,"Mason, KY",40268,44145,47927,3748,2531,31.63,21.36,17125.0,8397.0,8728.0,1049.0,2080.0,909.0,13087.0,3150.0,41.2
27077,MN,"Lake of the Woods, MN",54841,56693,61309,1098,598,39.2,21.35,3769.0,1991.0,1778.0,196.0,344.0,189.0,3040.0,945.0,50.0
36099,NY,"Seneca, NY",40586,44704,47269,7218,5267,29.25,21.34,33806.0,17675.0,16131.0,1813.0,3492.0,1601.0,26900.0,6734.0,42.2
55081,WI,"Monroe, WI",42543,46451,49000,10565,6661,33.83,21.33,46266.0,23657.0,22609.0,3016.0,6168.0,2688.0,34394.0,7991.0,39.6
51009,VA,"Amherst, VA",38200,41218,44051,6260,4882,27.34,21.33,31311.0,15008.0,16303.0,1656.0,3225.0,1426.0,25004.0,6654.0,44.2
55037,WI,"Florence, WI",59645,58794,64600,1220,736,35.34,21.32,4558.0,2343.0,2215.0,159.0,338.0,167.0,3894.0,1255.0,55.0
29073,MO,"Gasconade, MO",40633,43585,45866,2993,2274,28.07,21.32,14793.0,7447.0,7346.0,795.0,1521.0,755.0,11722.0,3342.0,46.1
20009,KS,"Barton, KS",49043,51237,53532,6534,3800,36.65,21.31,25499.0,12664.0,12835.0,1560.0,3219.0,1399.0,19321.0,5041.0,40.2
46073,SD,"Jerauld, SD",42449,54371,62655,422,322,27.91,21.3,1657.0,841.0,816.0,96.0,193.0,74.0,1294.0,476.0,47.7
48223,TX,"Hopkins, TX",43351,46014,50272,7215,5254,29.24,21.3,36790.0,18184.0,18606.0,2305.0,4570.0,2153.0,27762.0,6758.0,39.5
01103,AL,"Morgan, AL",40831,44204,47479,25665,17614,31.04,21.3,123452.0,61274.0,62178.0,7515.0,14565.0,6807.0,94565.0,21575.0,40.4
48051,TX,"Burleson, TX",50401,52934,57482,3290,2700,25.94,21.28,17642.0,8769.0,8873.0,1006.0,1972.0,879.0,13785.0,3724.0,44.2
29071,MO,"Franklin, MO",46380,49094,51952,25501,15309,35.43,21.27,104688.0,52404.0,52284.0,6150.0,12184.0,5629.0,80725.0,18707.0,41.3
19123,IA,"Mahaska, IA",43318,45828,49933,4424,3166,29.71,21.26,22191.0,11313.0,10878.0,1468.0,2648.0,1228.0,16847.0,4098.0,39.4
02240,AK,"Southeast Fairbanks Census Area, AK",51956,54513,58988,1598,979,34.65,21.23,6811.0,3833.0,2978.0,475.0,871.0,343.0,5122.0,1027.0,38.5
05015,AR,"Carroll, AR",32829,34896,40689,5786,4216,29.14,21.23,28257.0,14135.0,14122.0,1595.0,3131.0,1469.0,22062.0,6664.0,44.8
41035,OR,"Klamath, OR",40236,44133,48050,16563,10083,34.86,21.22,69412.0,34868.0,34544.0,4006.0,7809.0,3275.0,54322.0,15022.0,41.9
56037,WY,"Sweetwater, WY",56619,55188,56934,11034,5989,39.08,21.21,42270.0,21953.0,20317.0,2618.0,5737.0,2578.0,31337.0,5646.0,36.7
05139,AR,"Union, AR",45295,47422,50787,8097,5628,30.51,21.21,39057.0,19081.0,19976.0,2462.0,4835.0,2141.0,29619.0,7180.0,40.3
53019,WA,"Ferry, WA",38465,44164,46847,2018,1273,33.62,21.21,7179.0,3663.0,3516.0,298.0,611.0,266.0,6004.0,2132.0,52.9
42075,PA,"Lebanon, PA",48912,52399,55803,21552,20460,22.34,21.2,143262.0,70788.0,72474.0,8289.0,16981.0,7605.0,110387.0,28285.0,41.1
17065,IL,"Hamilton, IL",43440,48156,53814,2032,1235,34.88,21.2,7989.0,3950.0,4039.0,435.0,876.0,456.0,6222.0,1733.0,43.7
31079,NE,"Hall, NE",43633,47179,51566,13428,8361,34.04,21.19,62900.0,31952.0,30948.0,4855.0,8769.0,3914.0,45362.0,9358.0,35.9
29213,MO,"Taney, MO",37777,40130,42600,13415,8205,34.65,21.19,56058.0,27328.0,28730.0,3106.0,5981.0,2808.0,44163.0,12123.0,41.8
37127,NC,"Nash, NC",44063,46885,50714,20428,13842,31.25,21.18,94964.0,45751.0,49213.0,5324.0,10648.0,5124.0,73868.0,17681.0,41.6
47031,TN,"Coffee, TN",41181,43805,46299,10504,8093,27.48,21.17,57889.0,28479.0,29410.0,3737.0,7155.0,3291.0,43706.0,9921.0,39.3
48183,TX,"Gregg, TX",47616,49827,52958,28443,16972,35.47,21.16,124301.0,60731.0,63570.0,8303.0,16740.0,7245.0,92013.0,19357.0,36.0
37069,NC,"Franklin, NC",38629,41482,44996,16913,10046,35.62,21.16,68622.0,34369.0,34253.0,3779.0,7681.0,3623.0,53539.0,11530.0,41.3
20183,KS,"Smith, KS",46726,56231,58450,970,566,36.23,21.14,3567.0,1799.0,1768.0,197.0,353.0,179.0,2838.0,999.0,50.3
30011,MT,"Carter, MT",35331,41071,39354,400,207,40.86,21.14,1414.0,725.0,689.0,107.0,143.0,56.0,1108.0,371.0,47.8
20119,KS,"Meade, KS",59202,67486,74713,1007,560,38.0,21.13,4063.0,2088.0,1975.0,281.0,564.0,226.0,2992.0,743.0,38.4
08061,CO,"Kiowa, CO",52817,53903,75006,416,193,45.51,21.12,1445.0,714.0,731.0,111.0,157.0,70.0,1107.0,353.0,45.2
36043,NY,"Herkimer, NY",44074,48208,51946,14328,9238,32.76,21.12,60140.0,29994.0,30146.0,3005.0,6379.0,3100.0,47656.0,12695.0,44.2
18067,IN,"Howard, IN",41863,44266,47031,18449,12073,32.26,21.11,83660.0,40805.0,42855.0,5105.0,9745.0,4420.0,64390.0,16263.0,41.0
48205,TX,"Hartley, TX",74916,76075,75790,1038,871,25.15,21.1,5366.0,3137.0,2229.0,341.0,601.0,307.0,4117.0,833.0,39.2
29099,MO,"Jefferson, MO",44193,46665,49392,57395,32881,36.83,21.1,226569.0,113365.0,113204.0,13085.0,26842.0,12417.0,174225.0,35197.0,40.0
38055,ND,"McLean, ND",59239,64151,76889,2593,1461,37.44,21.09,9776.0,5004.0,4772.0,547.0,1089.0,508.0,7632.0,2388.0,46.3
48333,TX,"Mills, TX",43994,49340,51712,1022,764,28.22,21.09,4455.0,2249.0,2206.0,181.0,496.0,246.0,3532.0,1269.0,49.6
19165,IA,"Shelby, IA",51643,54408,61414,2932,1736,35.6,21.08,11749.0,5863.0,5886.0,614.0,1411.0,678.0,9046.0,2655.0,45.5
28075,MS,"Lauderdale, MS",40424,44001,46219,18869,10773,36.92,21.08,72978.0,35333.0,37645.0,4545.0,8753.0,4008.0,55672.0,13145.0,39.3
53051,WA,"Pend Oreille, WA",44448,48116,51623,3744,2122,37.18,21.07,13401.0,6908.0,6493.0,641.0,1315.0,633.0,10812.0,3602.0,50.6
19187,IA,"Webster, IA",45717,47734,51331,8909,5173,36.29,21.07,36998.0,19184.0,17814.0,2145.0,3971.0,1885.0,28997.0,7050.0,39.3
42109,PA,"Snyder, PA",43481,47418,50846,5690,5710,21.0,21.07,39742.0,19812.0,19930.0,2152.0,4090.0,2141.0,31359.0,7673.0,40.7
55013,WI,"Burnett, WI",43464,46226,49108,4147,2492,35.05,21.07,16524.0,8480.0,8044.0,669.0,1450.0,688.0,13717.0,4909.0,54.2
13137,GA,"Habersham, GA",35211,36989,39304,7531,6406,24.77,21.07,46029.0,21962.0,24067.0,2567.0,5114.0,2429.0,35919.0,8538.0,39.8
26091,MI,"Lenawee, MI",40377,44112,46929,22455,14423,32.79,21.06,99413.0,50579.0,48834.0,5288.0,10539.0,5084.0,78502.0,19134.0,42.0
26115,MI,"Monroe, MI",47726,50472,53509,38475,22341,36.25,21.05,154810.0,77162.0,77648.0,7990.0,16771.0,8262.0,121787.0,28781.0,42.7
45055,SC,"Kershaw, SC",44272,46901,50635,14491,9700,31.45,21.05,65413.0,31760.0,33653.0,3729.0,7897.0,3630.0,50157.0,12111.0,41.3
19031,IA,"Cedar, IA",54246,56933,63197,4570,2751,34.96,21.04,18487.0,9266.0,9221.0,926.0,2091.0,1011.0,14459.0,3726.0,43.6
20141,KS,"Osborne, KS",47061,51497,55815,1018,533,40.17,21.03,3495.0,1779.0,1716.0,210.0,379.0,159.0,2747.0,875.0,46.3
08121,CO,"Washington, CO",39264,41064,48270,1337,712,39.45,21.01,4818.0,2518.0,2300.0,269.0,571.0,255.0,3723.0,1011.0,41.9
20201,KS,"Washington, KS",45422,52942,54905,1176,811,30.46,21.0,5525.0,2845.0,2680.0,397.0,651.0,257.0,4220.0,1292.0,44.0
18069,IN,"Huntington, IN",42151,45486,49571,7305,5254,29.2,21.0,36666.0,18229.0,18437.0,2089.0,4065.0,1919.0,28593.0,6511.0,40.9
48023,TX,"Baylor, TX",48504,54941,58779,722,530,28.57,20.97,3465.0,1725.0,1740.0,193.0,428.0,171.0,2673.0,834.0,43.8
20011,KS,"Bourbon, KS",41958,45653,47885,3605,2023,37.37,20.97,14358.0,7166.0,7192.0,957.0,1905.0,879.0,10617.0,2782.0,38.6
45065,SC,"McCormick, SC",39739,42206,44391,2230,1648,28.38,20.97,9529.0,5155.0,4374.0,213.0,562.0,242.0,8512.0,3495.0,57.6
31027,NE,"Cedar, NE",51013,58553,66572,2150,1195,37.72,20.96,8378.0,4299.0,4079.0,551.0,1113.0,505.0,6209.0,1790.0,42.4
17171,IL,"Scott, IL",40420,46038,52741,926,749,25.92,20.96,5080.0,2484.0,2596.0,240.0,551.0,271.0,4018.0,1104.0,45.1
17159,IL,"Richland, IL",41322,45501,49491,4498,2299,41.01,20.96,15825.0,7849.0,7976.0,950.0,1839.0,857.0,12179.0,3225.0,42.2
17189,IL,"Washington, IL",48833,53581,58419,3925,2118,38.82,20.95,13767.0,6944.0,6823.0,757.0,1425.0,763.0,10822.0,2822.0,43.9
55135,WI,"Waupaca, WI",46452,49358,52622,10980,7771,29.61,20.95,51817.0,26450.0,25367.0,2647.0,5388.0,2635.0,41147.0,10619.0,45.2
38057,ND,"Mercer, ND",58481,60817,65113,2576,1247,43.24,20.93,8353.0,4347.0,4006.0,498.0,1022.0,450.0,6383.0,1680.0,43.1
04023,AZ,"Santa Cruz, AZ",38555,43734,46828,8733,6209,29.43,20.93,47663.0,23128.0,24535.0,3268.0,6443.0,3051.0,34901.0,8822.0,37.7
55047,WI,"Green Lake, WI",44772,47046,49311,4068,2781,30.6,20.92,19024.0,9654.0,9370.0,1064.0,2051.0,1085.0,14824.0,4295.0,45.5
30033,MT,"Garfield, MT",35023,41816,37365,248,150,34.59,20.92,1170.0,591.0,579.0,70.0,132.0,61.0,907.0,304.0,44.8
04021,AZ,"Pinal, AZ",37402,40979,43793,111589,65075,35.83,20.9,426007.0,222602.0,203405.0,22376.0,48996.0,21619.0,333016.0,90558.0,40.6
49041,UT,"Sevier, UT",36186,39370,41983,5242,2815,38.92,20.9,21516.0,11064.0,10452.0,1494.0,3134.0,1675.0,15213.0,3551.0,36.2
31169,NE,"Thayer, NE",52792,59847,63828,1349,741,37.99,20.87,5036.0,2519.0,2517.0,289.0,616.0,279.0,3852.0,1240.0,45.4
40043,OK,"Dewey, OK",53322,51015,53807,1001,666,31.36,20.86,4479.0,2204.0,2275.0,286.0,646.0,276.0,3271.0,820.0,39.0
13217,GA,"Newton, GA",35126,38449,42056,23832,14675,33.88,20.86,112529.0,53400.0,59129.0,7113.0,14758.0,7401.0,83257.0,14769.0,36.5
17177,IL,"Stephenson, IL",43040,46579,50815,11887,6619,37.44,20.85,44700.0,21870.0,22830.0,2488.0,4905.0,2287.0,35020.0,10294.0,45.3
26159,MI,"Van Buren, MI",41782,45781,48770,17966,10828,34.59,20.84,75575.0,37629.0,37946.0,4470.0,9052.0,4137.0,57916.0,14067.0,41.6
45085,SC,"Sumter, SC",40042,42961,47046,24380,14634,34.71,20.84,105557.0,50822.0,54735.0,6978.0,12910.0,5561.0,80108.0,17784.0,37.0
13169,GA,"Jones, GA",39009,41573,44704,6389,4121,32.29,20.83,28349.0,13738.0,14611.0,1447.0,3361.0,1740.0,21801.0,5048.0,41.2
19127,IA,"Marshall, IA",43213,47059,50776,8017,5478,30.45,20.81,40100.0,20353.0,19747.0,2514.0,5252.0,2419.0,29915.0,7256.0,38.7
46105,SD,"Perkins, SD",40031,46484,50692,726,435,34.74,20.81,2849.0,1445.0,1404.0,183.0,315.0,138.0,2213.0,723.0,47.2
19021,IA,"Buena Vista, IA",42807,45550,49006,3361,2593,26.96,20.8,20826.0,10643.0,10183.0,1546.0,2793.0,1289.0,15198.0,3351.0,35.6
47051,TN,"Franklin, TN",40494,43348,45975,7272,5998,25.2,20.79,42733.0,21000.0,21733.0,2164.0,4158.0,2208.0,34203.0,8700.0,42.4
20005,KS,"Atchison, KS",38631,42396,44710,3035,2115,29.84,20.79,16344.0,7962.0,8382.0,887.0,1885.0,915.0,12657.0,2778.0,36.2
51187,VA,"Warren, VA",47404,50644,54290,8578,5772,30.89,20.78,40724.0,20644.0,20080.0,2438.0,4405.0,2062.0,31819.0,6688.0,40.6
41023,OR,"Grant, OR",42841,47602,50870,1860,1158,33.37,20.78,7225.0,3662.0,3563.0,338.0,692.0,295.0,5900.0,2212.0,50.9
18107,IN,"Montgomery, IN",40969,44618,48866,7631,5449,29.1,20.78,37936.0,19299.0,18637.0,2214.0,4550.0,2039.0,29133.0,6909.0,40.2
21157,KY,"Marshall, KY",42695,46261,48292,7781,4745,34.08,20.78,31659.0,15783.0,15876.0,1601.0,3320.0,1609.0,25129.0,6918.0,44.9
27101,MN,"Murray, MN",52874,62101,63623,1989,1230,33.58,20.77,8168.0,4118.0,4050.0,447.0,927.0,416.0,6378.0,2070.0,46.6
29107,MO,"Lafayette, MO",42782,46053,49491,5860,4733,25.72,20.77,32977.0,16500.0,16477.0,1996.0,3865.0,1822.0,25294.0,6083.0,41.3
37005,NC,"Alleghany, NC",40046,42648,45206,2571,1768,30.19,20.76,10877.0,5466.0,5411.0,480.0,951.0,442.0,9004.0,2943.0,50.2
29061,MO,"Daviess, MO",33034,36377,37739,1421,1147,25.72,20.76,8434.0,4216.0,4218.0,605.0,1010.0,546.0,6273.0,1743.0,41.3
48305,TX,"Lynn, TX",46708,43995,58496,1106,805,28.51,20.75,5590.0,2916.0,2674.0,373.0,823.0,339.0,4055.0,926.0,36.9
27033,MN,"Cottonwood, MN",44993,54800,58229,2705,1596,35.17,20.75,11516.0,5818.0,5698.0,728.0,1519.0,644.0,8625.0,2620.0,41.9
31067,NE,"Gage, NE",48682,52502,57838,5214,3135,34.51,20.75,21702.0,10908.0,10794.0,1217.0,2622.0,1150.0,16713.0,4545.0,43.1
05145,AR,"White, AR",37253,39958,42743,12605,10625,24.61,20.75,76825.0,37610.0,39215.0,4422.0,9320.0,4321.0,58762.0,12685.0,38.2
49039,UT,"Sanpete, UT",32845,36656,39139,7205,3777,39.58,20.75,28438.0,15094.0,13344.0,1707.0,3458.0,1922.0,21351.0,4013.0,33.3
31049,NE,"Deuel, NE",40961,43499,46093,518,270,39.78,20.74,1839.0,927.0,912.0,84.0,205.0,108.0,1442.0,465.0,49.6
16039,ID,"Elmore, ID",37417,39343,41884,6971,3520,41.08,20.74,28674.0,15092.0,13582.0,2189.0,3544.0,1438.0,21503.0,3979.0,32.5
28067,MS,"Jones, MS",39102,41022,44494,15532,9344,34.45,20.73,67251.0,32861.0,34390.0,4547.0,8784.0,3905.0,50015.0,11533.0,37.9
46123,SD,"Tripp, SD",47916,53339,60022,1009,784,26.67,20.72,5625.0,2842.0,2783.0,394.0,610.0,289.0,4332.0,1317.0,44.3
18019,IN,"Clark, IN",45333,48359,51887,27597,16873,33.89,20.72,121106.0,59400.0,61706.0,7344.0,13832.0,6132.0,93798.0,19344.0,39.4
37013,NC,"Beaufort, NC",46467,49748,54165,12242,7113,35.64,20.71,44651.0,21395.0,23256.0,2117.0,4485.0,2228.0,35821.0,10945.0,47.3
36033,NY,"Franklin, NY",41327,45004,48658,10503,7366,29.54,20.71,47559.0,25372.0,22187.0,2355.0,5041.0,2309.0,37854.0,8653.0,41.3
26027,MI,"Cass, MI",45827,51045,56042,12945,7665,34.96,20.7,51592.0,26073.0,25519.0,2448.0,5522.0,2706.0,40916.0,11096.0,45.2
17011,IL,"Bureau, IL",41467,45938,51269,7943,4841,33.95,20.69,33274.0,16471.0,16803.0,1694.0,3548.0,1843.0,26189.0,7399.0,44.4
12083,FL,"Marion, FL",39153,41960,45152,82886,55580,30.84,20.68,375902.0,181348.0,194554.0,18562.0,36033.0,16371.0,304936.0,107719.0,48.5
01095,AL,"Marshall, AL",37819,40676,44416,20310,13298,31.58,20.67,97609.0,48456.0,49153.0,6997.0,12393.0,5730.0,72489.0,16350.0,38.5
42127,PA,"Wayne, PA",45567,49187,52351,10597,8115,26.97,20.66,51149.0,27170.0,23979.0,2021.0,4320.0,2188.0,42620.0,12571.0,48.9
28021,MS,"Claiborne, MS",31375,34891,37833,1556,1083,29.68,20.66,9132.0,4323.0,4809.0,578.0,989.0,437.0,7128.0,1568.0,33.5
48211,TX,"Hemphill, TX",68610,69936,75731,604,497,25.09,20.65,3384.0,1694.0,1690.0,211.0,534.0,282.0,2357.0,534.0,36.3
42131,PA,"Wyoming, PA",48722,52731,55902,5077,4030,26.02,20.65,26082.0,13136.0,12946.0,1190.0,2583.0,1281.0,21028.0,5719.0,45.5
55005,WI,"Barron, WI",50289,53375,56898,10954,6635,34.08,20.64,46709.0,23597.0,23112.0,2547.0,5187.0,2396.0,36579.0,10435.0,44.6
37173,NC,"Swain, NC",41006,44824,49421,3204,2018,32.77,20.64,14115.0,6839.0,7276.0,771.0,1568.0,685.0,11091.0,2781.0,41.7
28153,MS,"Wayne, MS",37296,38401,43439,3316,2721,25.16,20.64,19776.0,9582.0,10194.0,1286.0,2532.0,1079.0,14879.0,3371.0,38.8
08125,CO,"Yuma, CO",44269,41615,48898,2385,1380,35.66,20.63,9980.0,5074.0,4906.0,746.0,1445.0,613.0,7176.0,1763.0,36.9
23017,ME,"Oxford, ME",39353,42694,45332,12893,8932,29.78,20.63,57756.0,28796.0,28960.0,2463.0,5322.0,2662.0,47309.0,13107.0,48.2
53017,WA,"Douglas, WA",41616,45899,49290,9224,5798,32.79,20.61,42933.0,22096.0,20837.0,2716.0,5782.0,2565.0,31870.0,7486.0,37.6
55141,WI,"Wood, WI",47395,50185,53122,17515,10725,33.64,20.6,74206.0,36882.0,37324.0,4148.0,8223.0,3833.0,58002.0,15542.0,43.8
08075,CO,"Logan, CO",43230,44239,48330,5321,3269,33.54,20.6,21529.0,12147.0,9382.0,1081.0,1961.0,887.0,17600.0,3924.0,39.2
20007,KS,"Barber, KS",44905,51763,56193,1156,638,37.3,20.59,4233.0,2153.0,2080.0,264.0,507.0,207.0,3255.0,1006.0,44.6
48181,TX,"Grayson, TX",45771,48260,52055,35225,18554,39.08,20.59,135592.0,66605.0,68987.0,8399.0,16839.0,7589.0,102765.0,23993.0,39.4
12105,FL,"Polk, FL",38196,40970,43556,152555,100965,31.11,20.59,725036.0,357268.0,367768.0,40923.0,82227.0,37344.0,564542.0,144269.0,40.0
17091,IL,"Kankakee, IL",43515,47846,53165,24053,14986,33.04,20.58,107647.0,53406.0,54241.0,6398.0,12474.0,6205.0,82570.0,18344.0,39.0
29167,MO,"Polk, MO",36178,38301,41119,6238,4246,30.22,20.57,31522.0,15595.0,15927.0,1988.0,3625.0,1701.0,24208.0,5695.0,38.5
48193,TX,"Hamilton, TX",68903,72264,77672,1849,1226,31.01,20.56,8220.0,4107.0,4113.0,447.0,924.0,413.0,6436.0,2100.0,45.7
31115,NE,"Loup, NE",58268,65201,69695,211,103,42.12,20.56,605.0,310.0,295.0,32.0,68.0,25.0,480.0,153.0,49.6
08115,CO,"Sedgwick, CO",42382,41472,51705,674,325,42.63,20.56,2401.0,1197.0,1204.0,112.0,238.0,108.0,1943.0,684.0,49.0
05085,AR,"Lonoke, AR",40743,43681,46388,15543,10037,31.83,20.56,74025.0,36661.0,37364.0,4694.0,9609.0,4517.0,55205.0,10329.0,37.0
20067,KS,"Grant, KS",41606,43389,43192,1355,900,30.94,20.55,7352.0,3740.0,3612.0,584.0,1183.0,519.0,5066.0,1001.0,33.3
08089,CO,"Otero, CO",36070,39281,42752,4505,2508,36.91,20.55,18686.0,9237.0,9449.0,1098.0,2218.0,1096.0,14274.0,3843.0,40.3
17169,IL,"Schuyler, IL",43341,48279,51383,1866,1079,35.5,20.53,6901.0,3689.0,3212.0,293.0,640.0,287.0,5681.0,1566.0,46.5
17139,IL,"Moultrie, IL",68254,69993,76100,3030,2014,30.86,20.52,14537.0,7174.0,7363.0,880.0,1895.0,906.0,10856.0,2691.0,39.7
48235,TX,"Irion, TX",73308,72474,78988,373,219,34.93,20.51,1514.0,772.0,742.0,70.0,185.0,74.0,1185.0,332.0,44.0
38073,ND,"Ransom, ND",54832,60122,64827,1292,767,34.55,20.51,5701.0,3003.0,2698.0,293.0,659.0,309.0,4440.0,1223.0,43.6
47021,TN,"Cheatham, TN",47099,49389,54069,7788,5854,27.27,20.5,41021.0,20538.0,20483.0,2296.0,4459.0,2263.0,32003.0,6304.0,41.0
37105,NC,"Lee, NC",42355,45022,49136,15315,8483,36.99,20.49,63286.0,31163.0,32123.0,3981.0,7889.0,3527.0,47889.0,10508.0,39.1
05027,AR,"Columbia, AR",38169,40526,42785,3595,2992,24.61,20.49,22796.0,11062.0,11734.0,1347.0,2419.0,1018.0,18012.0,3909.0,35.5
16011,ID,"Bingham, ID",37355,41008,42774,9994,5712,35.85,20.49,47983.0,24155.0,23828.0,3351.0,7670.0,3504.0,33458.0,6932.0,34.4
56007,WY,"Carbon, WY",58619,62318,64804,3356,2122,32.38,20.48,14532.0,7816.0,6716.0,892.0,1698.0,742.0,11200.0,2579.0,39.5
20043,KS,"Doniphan, KS",42529,46313,48727,1901,1027,37.88,20.47,7503.0,3804.0,3699.0,425.0,812.0,385.0,5881.0,1457.0,40.9
53065,WA,"Stevens, WA",40255,43570,47613,11994,6655,36.9,20.47,46446.0,23354.0,23092.0,2290.0,5143.0,2476.0,36537.0,11180.0,47.1
01087,AL,"Macon, AL",31670,34888,38412,3876,2443,32.48,20.47,19531.0,8876.0,10655.0,940.0,1656.0,777.0,16158.0,3891.0,38.0
28151,MS,"Washington, MS",36815,41701,45319,8597,6039,29.13,20.46,44928.0,20934.0,23994.0,2946.0,6078.0,2477.0,33427.0,7570.0,38.2
19011,IA,"Benton, IA",54238,57560,63072,6400,3631,36.02,20.44,25584.0,12887.0,12697.0,1552.0,2977.0,1473.0,19582.0,4770.0,42.7
18047,IN,"Franklin, IN",47166,50978,54451,4233,3186,27.16,20.44,22790.0,11428.0,11362.0,1385.0,2535.0,1345.0,17525.0,4303.0,42.6
29151,MO,"Osage, MO",46003,49948,52701,2521,1893,27.22,20.44,13270.0,6828.0,6442.0,743.0,1529.0,805.0,10193.0,2320.0,41.2
41065,OR,"Wasco, OR",43622,48355,52527,7121,3762,38.69,20.44,26667.0,13467.0,13200.0,1571.0,2991.0,1284.0,20821.0,5569.0,40.9
42039,PA,"Crawford, PA",41976,45838,48431,13183,12190,22.1,20.44,83954.0,41425.0,42529.0,4520.0,8636.0,4200.0,66598.0,17928.0,43.8
12037,FL,"Franklin, FL",36528,38995,41878,2281,1900,24.52,20.43,12454.0,6817.0,5637.0,524.0,1010.0,467.0,10453.0,3173.0,47.9
38049,ND,"McHenry, ND",55062,62880,72140,1593,839,38.76,20.41,5336.0,2797.0,2539.0,323.0,673.0,288.0,4052.0,1124.0,43.0
47147,TN,"Robertson, TN",44306,46519,51097,13511,9922,27.78,20.4,72811.0,36260.0,36551.0,4572.0,8901.0,4182.0,55156.0,10707.0,39.1
29171,MO,"Putnam, MO",36103,39446,41629,963,684,28.72,20.4,4674.0,2387.0,2287.0,301.0,517.0,249.0,3607.0,1125.0,45.1
31161,NE,"Sheridan, NE",50584,56304,60271,1275,758,34.3,20.39,5133.0,2568.0,2565.0,305.0,536.0,272.0,4020.0,1374.0,46.9
51181,VA,"Surry, VA",43176,46775,51892,1479,1005,30.01,20.39,6558.0,3268.0,3290.0,300.0,527.0,273.0,5458.0,1566.0,50.9
